loop,domain,checks,status,detail
1754,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1755,k5_help_wiki,11,PASS,Wiki-Topic ok
1756,k6_text_quality,200,PASS,en: 40 Werte sauber
1757,k7_update_path,6,PASS,Update-Pfad ok
1758,k8_key_discipline,71,PASS,Schluesseldisziplin ok
1759,k9_dialog_invariants,7,PASS,savings_goals_dialog.py: Invarianten ok
1760,k10_regression_shield,14,PASS,Regressionsschild intakt
1761,k1_first_run_path,11,PASS,Erststartpfad ok
1762,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1763,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1764,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
1765,k5_help_wiki,11,PASS,Wiki-Topic ok
1766,k6_text_quality,200,PASS,fr: 40 Werte sauber
1767,k7_update_path,6,PASS,Update-Pfad ok
1768,k8_key_discipline,70,PASS,Schluesseldisziplin ok
1769,k9_dialog_invariants,3,PASS,setup_assistant_dialog.py: Invarianten ok
1770,k10_regression_shield,14,PASS,Regressionsschild intakt
1771,k1_first_run_path,11,PASS,Erststartpfad ok
1772,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1773,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1774,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
1775,k5_help_wiki,11,PASS,Wiki-Topic ok
1776,k6_text_quality,191,PASS,de: 40 Werte sauber
1777,k7_update_path,6,PASS,Update-Pfad ok
1778,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1779,k9_dialog_invariants,3,PASS,shortcuts_dialog.py: Invarianten ok
1780,k10_regression_shield,14,PASS,Regressionsschild intakt
1781,k1_first_run_path,11,PASS,Erststartpfad ok
1782,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1783,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1784,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1785,k5_help_wiki,11,PASS,Wiki-Topic ok
1786,k6_text_quality,170,PASS,en: 40 Werte sauber
1787,k7_update_path,6,PASS,Update-Pfad ok
1788,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1789,k9_dialog_invariants,3,PASS,special_income_dialog.py: Invarianten ok
1790,k10_regression_shield,14,PASS,Regressionsschild intakt
1791,k1_first_run_path,11,PASS,Erststartpfad ok
1792,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1793,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1794,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
1795,k5_help_wiki,11,PASS,Wiki-Topic ok
1796,k6_text_quality,200,PASS,fr: 40 Werte sauber
1797,k7_update_path,6,PASS,Update-Pfad ok
1798,k8_key_discipline,61,PASS,Schluesseldisziplin ok
1799,k9_dialog_invariants,3,PASS,startup_wizard.py: Invarianten ok
1800,k10_regression_shield,14,PASS,Regressionsschild intakt
1801,k1_first_run_path,11,PASS,Erststartpfad ok
1802,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1803,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1804,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
1805,k5_help_wiki,11,PASS,Wiki-Topic ok
1806,k6_text_quality,182,PASS,de: 40 Werte sauber
1807,k7_update_path,6,PASS,Update-Pfad ok
1808,k8_key_discipline,78,PASS,Schluesseldisziplin ok
1809,k9_dialog_invariants,3,PASS,tags_manager_dialog.py: Invarianten ok
1810,k10_regression_shield,14,PASS,Regressionsschild intakt
1811,k1_first_run_path,11,PASS,Erststartpfad ok
1812,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1813,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1814,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1815,k5_help_wiki,11,PASS,Wiki-Topic ok
1816,k6_text_quality,200,PASS,en: 40 Werte sauber
1817,k7_update_path,6,PASS,Update-Pfad ok
1818,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1819,k9_dialog_invariants,3,PASS,theme_editor_dialog.py: Invarianten ok
1820,k10_regression_shield,14,PASS,Regressionsschild intakt
1821,k1_first_run_path,11,PASS,Erststartpfad ok
1822,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1823,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1824,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
1825,k5_help_wiki,11,PASS,Wiki-Topic ok
1826,k6_text_quality,200,PASS,fr: 40 Werte sauber
1827,k7_update_path,6,PASS,Update-Pfad ok
1828,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1829,k9_dialog_invariants,1,PASS,type_color_helper.py: Invarianten ok
1830,k10_regression_shield,14,PASS,Regressionsschild intakt
1831,k1_first_run_path,11,PASS,Erststartpfad ok
1832,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1833,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1834,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
1835,k5_help_wiki,11,PASS,Wiki-Topic ok
1836,k6_text_quality,200,PASS,de: 40 Werte sauber
1837,k7_update_path,6,PASS,Update-Pfad ok
1838,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1839,k9_dialog_invariants,1,PASS,ui_colors.py: Invarianten ok
1840,k10_regression_shield,14,PASS,Regressionsschild intakt
1841,k1_first_run_path,11,PASS,Erststartpfad ok
1842,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1843,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1844,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1845,k5_help_wiki,11,PASS,Wiki-Topic ok
1846,k6_text_quality,200,PASS,en: 40 Werte sauber
1847,k7_update_path,6,PASS,Update-Pfad ok
1848,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1849,k9_dialog_invariants,3,PASS,update_dialog.py: Invarianten ok
1850,k10_regression_shield,14,PASS,Regressionsschild intakt
1851,k1_first_run_path,11,PASS,Erststartpfad ok
1852,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1853,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1854,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
1855,k5_help_wiki,11,PASS,Wiki-Topic ok
1856,k6_text_quality,200,PASS,fr: 40 Werte sauber
1857,k7_update_path,6,PASS,Update-Pfad ok
1858,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1859,k9_dialog_invariants,1,PASS,account_data_hub.py: Invarianten ok
1860,k10_regression_shield,14,PASS,Regressionsschild intakt
1861,k1_first_run_path,11,PASS,Erststartpfad ok
1862,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1863,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1864,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
1865,k5_help_wiki,11,PASS,Wiki-Topic ok
1866,k6_text_quality,200,PASS,de: 40 Werte sauber
1867,k7_update_path,6,PASS,Update-Pfad ok
1868,k8_key_discipline,42,PASS,Schluesseldisziplin ok
1869,k9_dialog_invariants,3,PASS,account_management_dialog.py: Invarianten ok
1870,k10_regression_shield,14,PASS,Regressionsschild intakt
1871,k1_first_run_path,11,PASS,Erststartpfad ok
1872,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1873,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1874,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1875,k5_help_wiki,11,PASS,Wiki-Topic ok
1876,k6_text_quality,100,PASS,en: 20 Werte sauber
1877,k7_update_path,6,PASS,Update-Pfad ok
1878,k8_key_discipline,1,PASS,Schluesseldisziplin ok
1879,k9_dialog_invariants,3,PASS,backup_restore_dialog.py: Invarianten ok
1880,k10_regression_shield,14,PASS,Regressionsschild intakt
1881,k1_first_run_path,11,PASS,Erststartpfad ok
1882,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1883,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1884,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
1885,k5_help_wiki,11,PASS,Wiki-Topic ok
1886,k6_text_quality,200,PASS,fr: 40 Werte sauber
1887,k7_update_path,6,PASS,Update-Pfad ok
1888,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1889,k9_dialog_invariants,5,PASS,budget_adjustment_dialog.py: Invarianten ok
1890,k10_regression_shield,14,PASS,Regressionsschild intakt
1891,k1_first_run_path,11,PASS,Erststartpfad ok
1892,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1893,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1894,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
1895,k5_help_wiki,11,PASS,Wiki-Topic ok
1896,k6_text_quality,194,PASS,de: 40 Werte sauber
1897,k7_update_path,6,PASS,Update-Pfad ok
1898,k8_key_discipline,65,PASS,Schluesseldisziplin ok
1899,k9_dialog_invariants,5,PASS,budget_entry_dialog_extended.py: Invarianten ok
1900,k10_regression_shield,14,PASS,Regressionsschild intakt
1901,k1_first_run_path,11,PASS,Erststartpfad ok
1902,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1903,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1904,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1905,k5_help_wiki,11,PASS,Wiki-Topic ok
1906,k6_text_quality,197,PASS,en: 40 Werte sauber
1907,k7_update_path,6,PASS,Update-Pfad ok
1908,k8_key_discipline,66,PASS,Schluesseldisziplin ok
1909,k9_dialog_invariants,3,PASS,budget_fill_dialog.py: Invarianten ok
1910,k10_regression_shield,14,PASS,Regressionsschild intakt
1911,k1_first_run_path,11,PASS,Erststartpfad ok
1912,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1913,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1914,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
1915,k5_help_wiki,11,PASS,Wiki-Topic ok
1916,k6_text_quality,188,PASS,fr: 40 Werte sauber
1917,k7_update_path,6,PASS,Update-Pfad ok
1918,k8_key_discipline,65,PASS,Schluesseldisziplin ok
1919,k9_dialog_invariants,3,PASS,category_delete_dialog.py: Invarianten ok
1920,k10_regression_shield,14,PASS,Regressionsschild intakt
1921,k1_first_run_path,11,PASS,Erststartpfad ok
1922,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1923,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1924,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
1925,k5_help_wiki,11,PASS,Wiki-Topic ok
1926,k6_text_quality,182,PASS,de: 40 Werte sauber
1927,k7_update_path,6,PASS,Update-Pfad ok
1928,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1929,k9_dialog_invariants,1,PASS,category_excel_io.py: Invarianten ok
1930,k10_regression_shield,14,PASS,Regressionsschild intakt
1931,k1_first_run_path,11,PASS,Erststartpfad ok
1932,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1933,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1934,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1935,k5_help_wiki,11,PASS,Wiki-Topic ok
1936,k6_text_quality,200,PASS,en: 40 Werte sauber
1937,k7_update_path,6,PASS,Update-Pfad ok
1938,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1939,k9_dialog_invariants,3,PASS,category_manager_dialog.py: Invarianten ok
1940,k10_regression_shield,14,PASS,Regressionsschild intakt
1941,k1_first_run_path,11,PASS,Erststartpfad ok
1942,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1943,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1944,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
1945,k5_help_wiki,11,PASS,Wiki-Topic ok
1946,k6_text_quality,191,PASS,fr: 40 Werte sauber
1947,k7_update_path,6,PASS,Update-Pfad ok
1948,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1949,k9_dialog_invariants,1,PASS,category_picker.py: Invarianten ok
1950,k10_regression_shield,14,PASS,Regressionsschild intakt
1951,k1_first_run_path,11,PASS,Erststartpfad ok
1952,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1953,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1954,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
1955,k5_help_wiki,11,PASS,Wiki-Topic ok
1956,k6_text_quality,200,PASS,de: 40 Werte sauber
1957,k7_update_path,6,PASS,Update-Pfad ok
1958,k8_key_discipline,61,PASS,Schluesseldisziplin ok
1959,k9_dialog_invariants,7,PASS,category_properties_dialog.py: Invarianten ok
1960,k10_regression_shield,14,PASS,Regressionsschild intakt
1961,k1_first_run_path,11,PASS,Erststartpfad ok
1962,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1963,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1964,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1965,k5_help_wiki,11,PASS,Wiki-Topic ok
1966,k6_text_quality,200,PASS,en: 40 Werte sauber
1967,k7_update_path,6,PASS,Update-Pfad ok
1968,k8_key_discipline,60,PASS,Schluesseldisziplin ok
1969,k9_dialog_invariants,3,PASS,copy_year_dialog.py: Invarianten ok
1970,k10_regression_shield,14,PASS,Regressionsschild intakt
1971,k1_first_run_path,11,PASS,Erststartpfad ok
1972,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1973,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1974,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
1975,k5_help_wiki,11,PASS,Wiki-Topic ok
1976,k6_text_quality,200,PASS,fr: 40 Werte sauber
1977,k7_update_path,6,PASS,Update-Pfad ok
1978,k8_key_discipline,66,PASS,Schluesseldisziplin ok
1979,k9_dialog_invariants,3,PASS,database_management_dialog.py: Invarianten ok
1980,k10_regression_shield,14,PASS,Regressionsschild intakt
1981,k1_first_run_path,11,PASS,Erststartpfad ok
1982,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1983,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1984,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
1985,k5_help_wiki,11,PASS,Wiki-Topic ok
1986,k6_text_quality,197,PASS,de: 40 Werte sauber
1987,k7_update_path,6,PASS,Update-Pfad ok
1988,k8_key_discipline,68,PASS,Schluesseldisziplin ok
1989,k9_dialog_invariants,3,PASS,export_dialog.py: Invarianten ok
1990,k10_regression_shield,14,PASS,Regressionsschild intakt
1991,k1_first_run_path,11,PASS,Erststartpfad ok
1992,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
1993,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
1994,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
1995,k5_help_wiki,11,PASS,Wiki-Topic ok
1996,k6_text_quality,200,PASS,en: 40 Werte sauber
1997,k7_update_path,6,PASS,Update-Pfad ok
1998,k8_key_discipline,62,PASS,Schluesseldisziplin ok
1999,k9_dialog_invariants,3,PASS,favorites_dashboard_dialog.py: Invarianten ok
2000,k10_regression_shield,14,PASS,Regressionsschild intakt
2001,k1_first_run_path,11,PASS,Erststartpfad ok
2002,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2003,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2004,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2005,k5_help_wiki,11,PASS,Wiki-Topic ok
2006,k6_text_quality,200,PASS,fr: 40 Werte sauber
2007,k7_update_path,6,PASS,Update-Pfad ok
2008,k8_key_discipline,70,PASS,Schluesseldisziplin ok
2009,k9_dialog_invariants,3,PASS,global_search_dialog.py: Invarianten ok
2010,k10_regression_shield,14,PASS,Regressionsschild intakt
2011,k1_first_run_path,11,PASS,Erststartpfad ok
2012,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2013,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2014,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2015,k5_help_wiki,11,PASS,Wiki-Topic ok
2016,k6_text_quality,200,PASS,de: 40 Werte sauber
2017,k7_update_path,6,PASS,Update-Pfad ok
2018,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2019,k9_dialog_invariants,1,PASS,help_content.py: Invarianten ok
2020,k10_regression_shield,14,PASS,Regressionsschild intakt
2021,k1_first_run_path,11,PASS,Erststartpfad ok
2022,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2023,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2024,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2025,k5_help_wiki,11,PASS,Wiki-Topic ok
2026,k6_text_quality,200,PASS,en: 40 Werte sauber
2027,k7_update_path,6,PASS,Update-Pfad ok
2028,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2029,k9_dialog_invariants,3,PASS,help_dialog.py: Invarianten ok
2030,k10_regression_shield,14,PASS,Regressionsschild intakt
2031,k1_first_run_path,11,PASS,Erststartpfad ok
2032,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2033,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2034,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2035,k5_help_wiki,11,PASS,Wiki-Topic ok
2036,k6_text_quality,194,PASS,fr: 40 Werte sauber
2037,k7_update_path,6,PASS,Update-Pfad ok
2038,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2039,k9_dialog_invariants,3,PASS,language_select_dialog.py: Invarianten ok
2040,k10_regression_shield,14,PASS,Regressionsschild intakt
2041,k1_first_run_path,11,PASS,Erststartpfad ok
2042,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2043,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2044,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2045,k5_help_wiki,11,PASS,Wiki-Topic ok
2046,k6_text_quality,200,PASS,de: 40 Werte sauber
2047,k7_update_path,6,PASS,Update-Pfad ok
2048,k8_key_discipline,65,PASS,Schluesseldisziplin ok
2049,k9_dialog_invariants,7,PASS,login_dialog.py: Invarianten ok
2050,k10_regression_shield,14,PASS,Regressionsschild intakt
2051,k1_first_run_path,11,PASS,Erststartpfad ok
2052,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2053,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2054,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2055,k5_help_wiki,11,PASS,Wiki-Topic ok
2056,k6_text_quality,200,PASS,en: 40 Werte sauber
2057,k7_update_path,6,PASS,Update-Pfad ok
2058,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2059,k9_dialog_invariants,5,PASS,main_window.py: Invarianten ok
2060,k10_regression_shield,14,PASS,Regressionsschild intakt
2061,k1_first_run_path,11,PASS,Erststartpfad ok
2062,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2063,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2064,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2065,k5_help_wiki,11,PASS,Wiki-Topic ok
2066,k6_text_quality,200,PASS,fr: 40 Werte sauber
2067,k7_update_path,6,PASS,Update-Pfad ok
2068,k8_key_discipline,62,PASS,Schluesseldisziplin ok
2069,k9_dialog_invariants,3,PASS,month_close_dialog.py: Invarianten ok
2070,k10_regression_shield,14,PASS,Regressionsschild intakt
2071,k1_first_run_path,11,PASS,Erststartpfad ok
2072,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2073,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2074,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2075,k5_help_wiki,11,PASS,Wiki-Topic ok
2076,k6_text_quality,194,PASS,de: 40 Werte sauber
2077,k7_update_path,6,PASS,Update-Pfad ok
2078,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2079,k9_dialog_invariants,3,PASS,quick_add_dialog.py: Invarianten ok
2080,k10_regression_shield,14,PASS,Regressionsschild intakt
2081,k1_first_run_path,11,PASS,Erststartpfad ok
2082,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2083,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2084,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2085,k5_help_wiki,11,PASS,Wiki-Topic ok
2086,k6_text_quality,200,PASS,en: 40 Werte sauber
2087,k7_update_path,6,PASS,Update-Pfad ok
2088,k8_key_discipline,62,PASS,Schluesseldisziplin ok
2089,k9_dialog_invariants,1,PASS,reauth.py: Invarianten ok
2090,k10_regression_shield,14,PASS,Regressionsschild intakt
2091,k1_first_run_path,11,PASS,Erststartpfad ok
2092,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2093,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2094,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2095,k5_help_wiki,11,PASS,Wiki-Topic ok
2096,k6_text_quality,200,PASS,fr: 40 Werte sauber
2097,k7_update_path,6,PASS,Update-Pfad ok
2098,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2099,k9_dialog_invariants,3,PASS,recurring_bookings_dialog.py: Invarianten ok
2100,k10_regression_shield,14,PASS,Regressionsschild intakt
2101,k1_first_run_path,11,PASS,Erststartpfad ok
2102,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2103,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2104,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2105,k5_help_wiki,11,PASS,Wiki-Topic ok
2106,k6_text_quality,200,PASS,de: 40 Werte sauber
2107,k7_update_path,6,PASS,Update-Pfad ok
2108,k8_key_discipline,61,PASS,Schluesseldisziplin ok
2109,k9_dialog_invariants,3,PASS,restore_key_dialog.py: Invarianten ok
2110,k10_regression_shield,14,PASS,Regressionsschild intakt
2111,k1_first_run_path,11,PASS,Erststartpfad ok
2112,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2113,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2114,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2115,k5_help_wiki,11,PASS,Wiki-Topic ok
2116,k6_text_quality,200,PASS,en: 40 Werte sauber
2117,k7_update_path,6,PASS,Update-Pfad ok
2118,k8_key_discipline,61,PASS,Schluesseldisziplin ok
2119,k9_dialog_invariants,1,PASS,savings_goal_messages.py: Invarianten ok
2120,k10_regression_shield,14,PASS,Regressionsschild intakt
2121,k1_first_run_path,11,PASS,Erststartpfad ok
2122,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2123,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2124,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2125,k5_help_wiki,11,PASS,Wiki-Topic ok
2126,k6_text_quality,200,PASS,fr: 40 Werte sauber
2127,k7_update_path,6,PASS,Update-Pfad ok
2128,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2129,k9_dialog_invariants,7,PASS,savings_goals_dialog.py: Invarianten ok
2130,k10_regression_shield,14,PASS,Regressionsschild intakt
2131,k1_first_run_path,11,PASS,Erststartpfad ok
2132,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2133,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2134,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2135,k5_help_wiki,11,PASS,Wiki-Topic ok
2136,k6_text_quality,200,PASS,de: 40 Werte sauber
2137,k7_update_path,6,PASS,Update-Pfad ok
2138,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2139,k9_dialog_invariants,3,PASS,setup_assistant_dialog.py: Invarianten ok
2140,k10_regression_shield,14,PASS,Regressionsschild intakt
2141,k1_first_run_path,11,PASS,Erststartpfad ok
2142,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2143,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2144,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2145,k5_help_wiki,11,PASS,Wiki-Topic ok
2146,k6_text_quality,194,PASS,en: 40 Werte sauber
2147,k7_update_path,6,PASS,Update-Pfad ok
2148,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2149,k9_dialog_invariants,3,PASS,shortcuts_dialog.py: Invarianten ok
2150,k10_regression_shield,14,PASS,Regressionsschild intakt
2151,k1_first_run_path,11,PASS,Erststartpfad ok
2152,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2153,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2154,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2155,k5_help_wiki,11,PASS,Wiki-Topic ok
2156,k6_text_quality,188,PASS,fr: 40 Werte sauber
2157,k7_update_path,6,PASS,Update-Pfad ok
2158,k8_key_discipline,60,PASS,Schluesseldisziplin ok
2159,k9_dialog_invariants,3,PASS,special_income_dialog.py: Invarianten ok
2160,k10_regression_shield,14,PASS,Regressionsschild intakt
2161,k1_first_run_path,11,PASS,Erststartpfad ok
2162,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2163,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2164,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2165,k5_help_wiki,11,PASS,Wiki-Topic ok
2166,k6_text_quality,188,PASS,de: 40 Werte sauber
2167,k7_update_path,6,PASS,Update-Pfad ok
2168,k8_key_discipline,62,PASS,Schluesseldisziplin ok
2169,k9_dialog_invariants,3,PASS,startup_wizard.py: Invarianten ok
2170,k10_regression_shield,14,PASS,Regressionsschild intakt
2171,k1_first_run_path,11,PASS,Erststartpfad ok
2172,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2173,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2174,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
2175,k5_help_wiki,11,PASS,Wiki-Topic ok
2176,k6_text_quality,200,PASS,en: 40 Werte sauber
2177,k7_update_path,6,PASS,Update-Pfad ok
2178,k8_key_discipline,68,PASS,Schluesseldisziplin ok
2179,k9_dialog_invariants,3,PASS,tags_manager_dialog.py: Invarianten ok
2180,k10_regression_shield,14,PASS,Regressionsschild intakt
2181,k1_first_run_path,11,PASS,Erststartpfad ok
2182,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2183,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2184,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
2185,k5_help_wiki,11,PASS,Wiki-Topic ok
2186,k6_text_quality,197,PASS,fr: 40 Werte sauber
2187,k7_update_path,6,PASS,Update-Pfad ok
2188,k8_key_discipline,62,PASS,Schluesseldisziplin ok
2189,k9_dialog_invariants,3,PASS,theme_editor_dialog.py: Invarianten ok
2190,k10_regression_shield,14,PASS,Regressionsschild intakt
2191,k1_first_run_path,11,PASS,Erststartpfad ok
2192,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
2193,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
2194,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
2195,k5_help_wiki,11,PASS,Wiki-Topic ok
2196,k6_text_quality,191,PASS,de: 40 Werte sauber
