loop,domain,checks,status,detail
9356,k6_text_quality,200,PASS,fr: 40 Werte sauber
9357,k7_update_path,6,PASS,Update-Pfad ok
9358,k8_key_discipline,15,PASS,Schluesseldisziplin ok
9359,k9_dialog_invariants,7,PASS,category_properties_dialog.py: Invarianten ok
9360,k10_regression_shield,14,PASS,Regressionsschild intakt
9361,k1_first_run_path,11,PASS,Erststartpfad ok
9362,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9363,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9364,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9365,k5_help_wiki,11,PASS,Wiki-Topic ok
9366,k6_text_quality,200,PASS,de: 40 Werte sauber
9367,k7_update_path,6,PASS,Update-Pfad ok
9368,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9369,k9_dialog_invariants,3,PASS,copy_year_dialog.py: Invarianten ok
9370,k10_regression_shield,14,PASS,Regressionsschild intakt
9371,k1_first_run_path,11,PASS,Erststartpfad ok
9372,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9373,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9374,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9375,k5_help_wiki,11,PASS,Wiki-Topic ok
9376,k6_text_quality,130,PASS,en: 26 Werte sauber
9377,k7_update_path,6,PASS,Update-Pfad ok
9378,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9379,k9_dialog_invariants,3,PASS,database_management_dialog.py: Invarianten ok
9380,k10_regression_shield,14,PASS,Regressionsschild intakt
9381,k1_first_run_path,11,PASS,Erststartpfad ok
9382,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9383,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9384,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9385,k5_help_wiki,11,PASS,Wiki-Topic ok
9386,k6_text_quality,200,PASS,fr: 40 Werte sauber
9387,k7_update_path,6,PASS,Update-Pfad ok
9388,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9389,k9_dialog_invariants,3,PASS,export_dialog.py: Invarianten ok
9390,k10_regression_shield,14,PASS,Regressionsschild intakt
9391,k1_first_run_path,11,PASS,Erststartpfad ok
9392,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9393,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9394,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9395,k5_help_wiki,11,PASS,Wiki-Topic ok
9396,k6_text_quality,194,PASS,de: 40 Werte sauber
9397,k7_update_path,6,PASS,Update-Pfad ok
9398,k8_key_discipline,65,PASS,Schluesseldisziplin ok
9399,k9_dialog_invariants,3,PASS,favorites_dashboard_dialog.py: Invarianten ok
9400,k10_regression_shield,14,PASS,Regressionsschild intakt
9401,k1_first_run_path,11,PASS,Erststartpfad ok
9402,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9403,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9404,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9405,k5_help_wiki,11,PASS,Wiki-Topic ok
9406,k6_text_quality,197,PASS,en: 40 Werte sauber
9407,k7_update_path,6,PASS,Update-Pfad ok
9408,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9409,k9_dialog_invariants,3,PASS,global_search_dialog.py: Invarianten ok
9410,k10_regression_shield,14,PASS,Regressionsschild intakt
9411,k1_first_run_path,11,PASS,Erststartpfad ok
9412,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9413,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9414,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9415,k5_help_wiki,11,PASS,Wiki-Topic ok
9416,k6_text_quality,188,PASS,fr: 40 Werte sauber
9417,k7_update_path,6,PASS,Update-Pfad ok
9418,k8_key_discipline,62,PASS,Schluesseldisziplin ok
9419,k9_dialog_invariants,1,PASS,help_content.py: Invarianten ok
9420,k10_regression_shield,14,PASS,Regressionsschild intakt
9421,k1_first_run_path,11,PASS,Erststartpfad ok
9422,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9423,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9424,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9425,k5_help_wiki,11,PASS,Wiki-Topic ok
9426,k6_text_quality,176,PASS,de: 40 Werte sauber
9427,k7_update_path,6,PASS,Update-Pfad ok
9428,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9429,k9_dialog_invariants,3,PASS,help_dialog.py: Invarianten ok
9430,k10_regression_shield,14,PASS,Regressionsschild intakt
9431,k1_first_run_path,11,PASS,Erststartpfad ok
9432,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9433,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9434,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9435,k5_help_wiki,11,PASS,Wiki-Topic ok
9436,k6_text_quality,194,PASS,en: 40 Werte sauber
9437,k7_update_path,6,PASS,Update-Pfad ok
9438,k8_key_discipline,62,PASS,Schluesseldisziplin ok
9439,k9_dialog_invariants,3,PASS,language_select_dialog.py: Invarianten ok
9440,k10_regression_shield,14,PASS,Regressionsschild intakt
9441,k1_first_run_path,11,PASS,Erststartpfad ok
9442,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9443,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9444,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9445,k5_help_wiki,11,PASS,Wiki-Topic ok
9446,k6_text_quality,194,PASS,fr: 40 Werte sauber
9447,k7_update_path,6,PASS,Update-Pfad ok
9448,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9449,k9_dialog_invariants,7,PASS,login_dialog.py: Invarianten ok
9450,k10_regression_shield,14,PASS,Regressionsschild intakt
9451,k1_first_run_path,11,PASS,Erststartpfad ok
9452,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9453,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9454,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9455,k5_help_wiki,11,PASS,Wiki-Topic ok
9456,k6_text_quality,194,PASS,de: 40 Werte sauber
9457,k7_update_path,6,PASS,Update-Pfad ok
9458,k8_key_discipline,61,PASS,Schluesseldisziplin ok
9459,k9_dialog_invariants,5,PASS,main_window.py: Invarianten ok
9460,k10_regression_shield,14,PASS,Regressionsschild intakt
9461,k1_first_run_path,11,PASS,Erststartpfad ok
9462,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9463,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9464,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9465,k5_help_wiki,11,PASS,Wiki-Topic ok
9466,k6_text_quality,200,PASS,en: 40 Werte sauber
9467,k7_update_path,6,PASS,Update-Pfad ok
9468,k8_key_discipline,61,PASS,Schluesseldisziplin ok
9469,k9_dialog_invariants,3,PASS,month_close_dialog.py: Invarianten ok
9470,k10_regression_shield,14,PASS,Regressionsschild intakt
9471,k1_first_run_path,11,PASS,Erststartpfad ok
9472,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9473,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9474,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9475,k5_help_wiki,11,PASS,Wiki-Topic ok
9476,k6_text_quality,200,PASS,fr: 40 Werte sauber
9477,k7_update_path,6,PASS,Update-Pfad ok
9478,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9479,k9_dialog_invariants,3,PASS,quick_add_dialog.py: Invarianten ok
9480,k10_regression_shield,14,PASS,Regressionsschild intakt
9481,k1_first_run_path,11,PASS,Erststartpfad ok
9482,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9483,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9484,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9485,k5_help_wiki,11,PASS,Wiki-Topic ok
9486,k6_text_quality,197,PASS,de: 40 Werte sauber
9487,k7_update_path,6,PASS,Update-Pfad ok
9488,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9489,k9_dialog_invariants,1,PASS,reauth.py: Invarianten ok
9490,k10_regression_shield,14,PASS,Regressionsschild intakt
9491,k1_first_run_path,11,PASS,Erststartpfad ok
9492,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9493,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9494,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9495,k5_help_wiki,11,PASS,Wiki-Topic ok
9496,k6_text_quality,200,PASS,en: 40 Werte sauber
9497,k7_update_path,6,PASS,Update-Pfad ok
9498,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9499,k9_dialog_invariants,3,PASS,recurring_bookings_dialog.py: Invarianten ok
9500,k10_regression_shield,14,PASS,Regressionsschild intakt
9501,k1_first_run_path,11,PASS,Erststartpfad ok
9502,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9503,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9504,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9505,k5_help_wiki,11,PASS,Wiki-Topic ok
9506,k6_text_quality,200,PASS,fr: 40 Werte sauber
9507,k7_update_path,6,PASS,Update-Pfad ok
9508,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9509,k9_dialog_invariants,3,PASS,restore_key_dialog.py: Invarianten ok
9510,k10_regression_shield,14,PASS,Regressionsschild intakt
9511,k1_first_run_path,11,PASS,Erststartpfad ok
9512,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9513,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9514,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9515,k5_help_wiki,11,PASS,Wiki-Topic ok
9516,k6_text_quality,200,PASS,de: 40 Werte sauber
9517,k7_update_path,6,PASS,Update-Pfad ok
9518,k8_key_discipline,62,PASS,Schluesseldisziplin ok
9519,k9_dialog_invariants,1,PASS,savings_goal_messages.py: Invarianten ok
9520,k10_regression_shield,14,PASS,Regressionsschild intakt
9521,k1_first_run_path,11,PASS,Erststartpfad ok
9522,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9523,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9524,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9525,k5_help_wiki,11,PASS,Wiki-Topic ok
9526,k6_text_quality,200,PASS,en: 40 Werte sauber
9527,k7_update_path,6,PASS,Update-Pfad ok
9528,k8_key_discipline,68,PASS,Schluesseldisziplin ok
9529,k9_dialog_invariants,7,PASS,savings_goals_dialog.py: Invarianten ok
9530,k10_regression_shield,14,PASS,Regressionsschild intakt
9531,k1_first_run_path,11,PASS,Erststartpfad ok
9532,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9533,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9534,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9535,k5_help_wiki,11,PASS,Wiki-Topic ok
9536,k6_text_quality,194,PASS,fr: 40 Werte sauber
9537,k7_update_path,6,PASS,Update-Pfad ok
9538,k8_key_discipline,62,PASS,Schluesseldisziplin ok
9539,k9_dialog_invariants,3,PASS,setup_assistant_dialog.py: Invarianten ok
9540,k10_regression_shield,14,PASS,Regressionsschild intakt
9541,k1_first_run_path,11,PASS,Erststartpfad ok
9542,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9543,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9544,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9545,k5_help_wiki,11,PASS,Wiki-Topic ok
9546,k6_text_quality,197,PASS,de: 40 Werte sauber
9547,k7_update_path,6,PASS,Update-Pfad ok
9548,k8_key_discipline,61,PASS,Schluesseldisziplin ok
9549,k9_dialog_invariants,3,PASS,shortcuts_dialog.py: Invarianten ok
9550,k10_regression_shield,14,PASS,Regressionsschild intakt
9551,k1_first_run_path,11,PASS,Erststartpfad ok
9552,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9553,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9554,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9555,k5_help_wiki,11,PASS,Wiki-Topic ok
9556,k6_text_quality,200,PASS,en: 40 Werte sauber
9557,k7_update_path,6,PASS,Update-Pfad ok
9558,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9559,k9_dialog_invariants,3,PASS,special_income_dialog.py: Invarianten ok
9560,k10_regression_shield,14,PASS,Regressionsschild intakt
9561,k1_first_run_path,11,PASS,Erststartpfad ok
9562,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9563,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9564,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9565,k5_help_wiki,11,PASS,Wiki-Topic ok
9566,k6_text_quality,200,PASS,fr: 40 Werte sauber
9567,k7_update_path,6,PASS,Update-Pfad ok
9568,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9569,k9_dialog_invariants,3,PASS,startup_wizard.py: Invarianten ok
9570,k10_regression_shield,14,PASS,Regressionsschild intakt
9571,k1_first_run_path,11,PASS,Erststartpfad ok
9572,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9573,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9574,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9575,k5_help_wiki,11,PASS,Wiki-Topic ok
9576,k6_text_quality,194,PASS,de: 40 Werte sauber
9577,k7_update_path,6,PASS,Update-Pfad ok
9578,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9579,k9_dialog_invariants,3,PASS,tags_manager_dialog.py: Invarianten ok
9580,k10_regression_shield,14,PASS,Regressionsschild intakt
9581,k1_first_run_path,11,PASS,Erststartpfad ok
9582,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9583,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9584,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9585,k5_help_wiki,11,PASS,Wiki-Topic ok
9586,k6_text_quality,200,PASS,en: 40 Werte sauber
9587,k7_update_path,6,PASS,Update-Pfad ok
9588,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9589,k9_dialog_invariants,3,PASS,theme_editor_dialog.py: Invarianten ok
9590,k10_regression_shield,14,PASS,Regressionsschild intakt
9591,k1_first_run_path,11,PASS,Erststartpfad ok
9592,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9593,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9594,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9595,k5_help_wiki,11,PASS,Wiki-Topic ok
9596,k6_text_quality,200,PASS,fr: 40 Werte sauber
9597,k7_update_path,6,PASS,Update-Pfad ok
9598,k8_key_discipline,71,PASS,Schluesseldisziplin ok
9599,k9_dialog_invariants,1,PASS,type_color_helper.py: Invarianten ok
9600,k10_regression_shield,14,PASS,Regressionsschild intakt
9601,k1_first_run_path,11,PASS,Erststartpfad ok
9602,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9603,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9604,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9605,k5_help_wiki,11,PASS,Wiki-Topic ok
9606,k6_text_quality,200,PASS,de: 40 Werte sauber
9607,k7_update_path,6,PASS,Update-Pfad ok
9608,k8_key_discipline,70,PASS,Schluesseldisziplin ok
9609,k9_dialog_invariants,1,PASS,ui_colors.py: Invarianten ok
9610,k10_regression_shield,14,PASS,Regressionsschild intakt
9611,k1_first_run_path,11,PASS,Erststartpfad ok
9612,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9613,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9614,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9615,k5_help_wiki,11,PASS,Wiki-Topic ok
9616,k6_text_quality,200,PASS,en: 40 Werte sauber
9617,k7_update_path,6,PASS,Update-Pfad ok
9618,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9619,k9_dialog_invariants,3,PASS,update_dialog.py: Invarianten ok
9620,k10_regression_shield,14,PASS,Regressionsschild intakt
9621,k1_first_run_path,11,PASS,Erststartpfad ok
9622,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9623,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9624,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9625,k5_help_wiki,11,PASS,Wiki-Topic ok
9626,k6_text_quality,200,PASS,fr: 40 Werte sauber
9627,k7_update_path,6,PASS,Update-Pfad ok
9628,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9629,k9_dialog_invariants,1,PASS,account_data_hub.py: Invarianten ok
9630,k10_regression_shield,14,PASS,Regressionsschild intakt
9631,k1_first_run_path,11,PASS,Erststartpfad ok
9632,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9633,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9634,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9635,k5_help_wiki,11,PASS,Wiki-Topic ok
9636,k6_text_quality,200,PASS,de: 40 Werte sauber
9637,k7_update_path,6,PASS,Update-Pfad ok
9638,k8_key_discipline,61,PASS,Schluesseldisziplin ok
9639,k9_dialog_invariants,3,PASS,account_management_dialog.py: Invarianten ok
9640,k10_regression_shield,14,PASS,Regressionsschild intakt
9641,k1_first_run_path,11,PASS,Erststartpfad ok
9642,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9643,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9644,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9645,k5_help_wiki,11,PASS,Wiki-Topic ok
9646,k6_text_quality,194,PASS,en: 40 Werte sauber
9647,k7_update_path,6,PASS,Update-Pfad ok
9648,k8_key_discipline,78,PASS,Schluesseldisziplin ok
9649,k9_dialog_invariants,3,PASS,backup_restore_dialog.py: Invarianten ok
9650,k10_regression_shield,14,PASS,Regressionsschild intakt
9651,k1_first_run_path,11,PASS,Erststartpfad ok
9652,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9653,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9654,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9655,k5_help_wiki,11,PASS,Wiki-Topic ok
9656,k6_text_quality,194,PASS,fr: 40 Werte sauber
9657,k7_update_path,6,PASS,Update-Pfad ok
9658,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9659,k9_dialog_invariants,5,PASS,budget_adjustment_dialog.py: Invarianten ok
9660,k10_regression_shield,14,PASS,Regressionsschild intakt
9661,k1_first_run_path,11,PASS,Erststartpfad ok
9662,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9663,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9664,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9665,k5_help_wiki,11,PASS,Wiki-Topic ok
9666,k6_text_quality,185,PASS,de: 40 Werte sauber
9667,k7_update_path,6,PASS,Update-Pfad ok
9668,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9669,k9_dialog_invariants,5,PASS,budget_entry_dialog_extended.py: Invarianten ok
9670,k10_regression_shield,14,PASS,Regressionsschild intakt
9671,k1_first_run_path,11,PASS,Erststartpfad ok
9672,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9673,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9674,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9675,k5_help_wiki,11,PASS,Wiki-Topic ok
9676,k6_text_quality,200,PASS,en: 40 Werte sauber
9677,k7_update_path,6,PASS,Update-Pfad ok
9678,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9679,k9_dialog_invariants,3,PASS,budget_fill_dialog.py: Invarianten ok
9680,k10_regression_shield,14,PASS,Regressionsschild intakt
9681,k1_first_run_path,11,PASS,Erststartpfad ok
9682,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9683,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9684,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9685,k5_help_wiki,11,PASS,Wiki-Topic ok
9686,k6_text_quality,197,PASS,fr: 40 Werte sauber
9687,k7_update_path,6,PASS,Update-Pfad ok
9688,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9689,k9_dialog_invariants,3,PASS,category_delete_dialog.py: Invarianten ok
9690,k10_regression_shield,14,PASS,Regressionsschild intakt
9691,k1_first_run_path,11,PASS,Erststartpfad ok
9692,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9693,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9694,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9695,k5_help_wiki,11,PASS,Wiki-Topic ok
9696,k6_text_quality,191,PASS,de: 40 Werte sauber
9697,k7_update_path,6,PASS,Update-Pfad ok
9698,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9699,k9_dialog_invariants,1,PASS,category_excel_io.py: Invarianten ok
9700,k10_regression_shield,14,PASS,Regressionsschild intakt
9701,k1_first_run_path,11,PASS,Erststartpfad ok
9702,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9703,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9704,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9705,k5_help_wiki,11,PASS,Wiki-Topic ok
9706,k6_text_quality,200,PASS,en: 40 Werte sauber
9707,k7_update_path,6,PASS,Update-Pfad ok
9708,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9709,k9_dialog_invariants,3,PASS,category_manager_dialog.py: Invarianten ok
9710,k10_regression_shield,14,PASS,Regressionsschild intakt
9711,k1_first_run_path,11,PASS,Erststartpfad ok
9712,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9713,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9714,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9715,k5_help_wiki,11,PASS,Wiki-Topic ok
9716,k6_text_quality,197,PASS,fr: 40 Werte sauber
9717,k7_update_path,6,PASS,Update-Pfad ok
9718,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9719,k9_dialog_invariants,1,PASS,category_picker.py: Invarianten ok
9720,k10_regression_shield,14,PASS,Regressionsschild intakt
9721,k1_first_run_path,11,PASS,Erststartpfad ok
9722,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9723,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9724,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9725,k5_help_wiki,11,PASS,Wiki-Topic ok
9726,k6_text_quality,200,PASS,de: 40 Werte sauber
9727,k7_update_path,6,PASS,Update-Pfad ok
9728,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9729,k9_dialog_invariants,7,PASS,category_properties_dialog.py: Invarianten ok
9730,k10_regression_shield,14,PASS,Regressionsschild intakt
9731,k1_first_run_path,11,PASS,Erststartpfad ok
9732,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9733,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9734,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9735,k5_help_wiki,11,PASS,Wiki-Topic ok
9736,k6_text_quality,197,PASS,en: 40 Werte sauber
9737,k7_update_path,6,PASS,Update-Pfad ok
9738,k8_key_discipline,65,PASS,Schluesseldisziplin ok
9739,k9_dialog_invariants,3,PASS,copy_year_dialog.py: Invarianten ok
9740,k10_regression_shield,14,PASS,Regressionsschild intakt
9741,k1_first_run_path,11,PASS,Erststartpfad ok
9742,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9743,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9744,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9745,k5_help_wiki,11,PASS,Wiki-Topic ok
9746,k6_text_quality,200,PASS,fr: 40 Werte sauber
9747,k7_update_path,6,PASS,Update-Pfad ok
9748,k8_key_discipline,66,PASS,Schluesseldisziplin ok
9749,k9_dialog_invariants,3,PASS,database_management_dialog.py: Invarianten ok
